7.1054e-15,21.339
0.092275,39.523
3.2372,57.27
7.3007,74.854
12.598,91.889
22.296,105.79
34.082,117.69
47.688,125.89
62.861,128
78.856,125.36
93.39,117.73
106.18,106.33
116.5,91.912
121.75,73.992
125.61,55.786
128,36.996
125.76,18.542
11.5,12.266
19.413,6.0287
28.802,3.8325
38.399,4.4546
47.638,7.2615
74.685,7.248
84.211,2.121
94.404,1.4211e-14
104.67,1.9668
113.65,7.8017
62.142,17.638
62.337,29.289
62.632,40.904
62.823,52.47
50.324,67.059
56.877,67.704
63.408,68.016
71.14,67.996
78.77,67.162
21.466,22.881
29.661,18.385
38.633,20.045
46.244,25.775
37.557,27.5
28.866,27.849
78.746,25.161
86.263,17.612
96.015,15.944
104.4,21.763
96.143,25.236
87.431,25.831
38.237,83.33
46.156,79.89
54.234,77.2
62.29,79.085
71.708,77.944
80.77,80.895
89.082,86.136
80.298,89.798
71.413,93.355
62.247,94.338
53.185,93.678
44.514,90.707
44.289,84.269
50.336,84.161
62.269,85.711
75.725,85.825
82.403,85.839
75.574,85.946
62.27,85.832
50.251,84.294
