-1.4211e-14,23.888
1.6278,40.982
3.2404,58.063
3.6253,75.026
9.6964,91.129
19.049,105.46
32.345,116.59
47.472,124.74
64.488,128
82.188,125.45
97.888,116.73
112.53,106.14
122.28,91.492
127.66,74.552
127.98,56.811
128,39.103
126.41,21.603
8.8965,16.407
15.949,5.9456
27.228,0.40779
39.289,4.5404
50.76,9.969
74.91,9.4255
85.465,3.6717
96.731,7.1054e-15
108.4,2.5272
117.24,10.167
66.009,20.808
65.781,31.679
65.361,42.442
64.686,53.139
50.179,65.445
57.607,66.924
65.063,67.209
73.052,66.886
80.878,65.624
18.178,26.862
28.671,23.477
39.564,24.486
48.703,30.459
38.006,30.969
27.371,31.456
81.981,30.144
90.406,23.175
101.4,21.907
111.9,25.284
102.68,29.895
92.324,30.257
34.455,83.492
44.469,79.867
54.842,77.329
65.3,78.494
76.304,78.227
86.897,81.495
97.358,84.973
89.626,95.059
77.653,100.02
64.793,100.65
52.14,99.087
40.796,93.936
42.115,86.099
49.808,86.145
65.059,88.277
81.264,87.083
89.295,87.29
81.219,87.297
64.957,88.471
49.606,86.242
