3.0739,16.986
0.77404,35.609
0,54.316
2.1911,73.01
6.9931,90.989
16.61,107.02
30.754,118.7
47.831,125.98
65.914,128
83.449,124.98
98.462,114.98
110.64,101.66
119.32,85.862
123.54,68.173
125.87,50.137
128,32.009
126.95,13.998
13.961,5.3896
23.056,2.0628
32.468,0.22245
42.038,1.3048
50.985,4.7063
76.77,5.0552
85.685,1.138
95.275,7.1054e-15
104.81,1.1444
112.69,6.56
64.241,15.518
64.27,26.157
64.235,36.708
64.26,47.227
52.57,60.809
58.578,62.011
64.67,62.511
71.019,62.032
76.921,59.877
23.851,19.87
32.5,13.194
43.376,15.149
50.959,23.095
41.555,23.363
32.251,23.56
76.177,23.597
83.783,15.174
94.672,13.152
102.91,20.313
94.541,24.073
85.295,24.029
38.62,81.701
46.372,75.513
55.552,72.096
65.235,72.335
73.81,71.948
81.947,74.969
89.089,79.741
81.97,84.521
73.943,87.308
65.584,88.313
56.262,87.651
47.14,85.407
45.242,78.226
51.91,78.038
65.424,77.83
77.405,78.116
83.236,78.135
77.206,78.326
65.427,78.035
51.691,78.223
