7.1054e-15,18.535
0.92326,36.273
2.5666,53.78
5.6765,71.173
11.128,87.959
21.181,102.51
33.417,115.16
48.187,124.8
65.36,128
82.902,124.75
97.043,113.42
109.91,100.67
119.92,85.408
125.53,68.186
127.05,50.195
128,32.043
127.98,13.931
11.353,3.7256
21.421,0.18187
32.117,0.37174
42.665,2.6922
52.069,7.6056
80.165,5.1069
89,1.789
98.357,0.20196
107.72,0
117.13,0.79434
67.325,13.818
67.312,26.665
66.683,39.379
66.675,52.152
53.299,65.337
59.781,66.683
66.279,67.107
72.347,66.762
78.179,65.078
21.815,21.43
30.854,15.991
41.455,17.176
50.28,23.148
40.523,24.102
30.863,24.633
80.453,22.643
88.988,15.646
99.854,14.341
108.58,20.641
99.562,23.751
89.911,23.595
35.676,80.887
46.009,79.31
56.284,77.284
66.581,77.469
77.153,77.265
87.502,79.15
97.987,79.768
86.928,84.325
77.823,92.418
66.253,93.35
55.029,92.917
45.849,86.048
43.503,82.536
51.183,81.941
66.667,82.589
82.392,81.169
90.206,80.726
82.077,81.337
66.435,82.849
50.976,82.13
