0.16814,18.804
1.4211e-14,37.286
1.4865,55.704
4.1323,73.852
8.1938,91.685
18.971,106.09
31.331,118.7
46.914,126.18
63.829,128
80.776,124.62
96.331,116.52
110.3,105.54
120.62,90.737
123.76,72.516
125.74,54.194
128,35.735
127.13,17.301
9.2859,12.315
16.474,2.5976
27.965,-2.8422e-14
39.91,0.41038
51.287,3.5686
72.393,5.6957
84.16,2.2452
96.41,1.9313
108.1,5
115.42,14.946
64,15.119
63.759,26.958
63.69,38.619
63.345,50.365
50.609,64.015
57.02,64.965
63.377,65.441
70.001,65.126
76.475,63.841
23.377,22.987
31.736,17.027
41.65,17.259
49.159,24.117
40.438,24.776
31.822,24.725
76.135,25.405
83.536,18.105
93.742,17.759
102.19,23.577
93.586,25.457
84.84,25.572
35.968,81.788
46.007,81.178
56.061,80.921
66.03,80.521
75.226,79.966
84.46,80.408
93.558,81.183
85.271,88.472
76.261,94.511
65.983,97.074
54.641,95.836
44.597,89.908
43.517,85.383
50.986,85.128
66.055,85.616
80.094,84.667
86.861,84.585
79.847,84.837
65.979,85.699
50.712,85.283
