0,18.77
0.82488,37.588
1.4653,56.277
3.4815,74.802
9.3377,92.564
19.641,108.07
33.984,119.42
50.668,126.9
68.636,128
85.333,123.66
99.947,114.22
111.89,101.59
120.76,86.619
124.12,69.313
126.17,51.652
127.91,34.03
128,16.527
12.01,9.8174
21.608,3.0316
32.823,0.053362
44.349,2.0192
55.341,5.7627
83.739,6.4142
92.514,1.5431
102.3,0
112.09,1.2237
120.5,6.4455
71.854,13.88
72.119,27.965
72.564,41.845
72.629,55.759
55.567,66.129
63.451,68.994
71.712,69.5
79.295,68.168
85.83,64.216
25.486,22.205
33.737,14.824
44.661,17.19
52.438,25.46
43.141,26.182
33.914,25.707
84.852,24.666
91.58,15.791
102.67,14.727
110.96,21.937
102.79,25.746
93.788,25.656
43.166,84.952
52.563,84.266
61.859,82.22
71.111,83.19
78.725,82.289
86.29,84.337
93.861,83.599
86.619,89.995
79.65,96.597
70.739,99.109
60.19,98.291
51.353,92.092
50.127,87.625
57.132,87.714
71.037,89.515
82.742,87.71
88.263,87.855
82.73,87.8
71.056,89.654
56.982,87.788
