0.014024,17.717
7.1054e-15,36.02
2.5619,54.092
6.384,71.956
10.043,89.901
18.528,105.67
32.113,116.78
47.142,125.95
63.992,128
81.491,126.69
96.922,117.24
110.01,104.62
118.69,88.349
122.61,69.964
125.77,51.474
128,32.757
127.37,14.141
8.2333,5.1954
17.689,0.93768
28.039,0.13855
38.3,0.75032
48.367,3.1543
76.154,2.5038
86.8,1.3933
97.368,-1.4211e-14
107.88,1.6023
117.61,6.0065
63.966,11.552
63.772,22.167
63.665,32.84
63.397,43.382
51.055,63.182
57.595,65.097
64.266,65.62
71.502,65.078
78.538,63.442
21.317,19.759
30.098,13.591
40.704,14.671
48.196,22.436
38.829,24.581
29.437,24.617
79.12,22.712
86.949,15.475
97.363,14.811
106.07,20.556
97.615,24.466
88.332,24.29
37.437,83.521
46.644,80.737
55.408,76.929
64.633,76.896
74.851,76.626
84.509,80.802
94.758,82.417
85.006,87.484
75.707,93.277
65.182,94.938
55.239,93.238
46.313,88.41
44.239,85.555
51.105,85.772
64.631,85.93
79.824,85.156
87.23,85.527
79.72,85.309
64.557,86.04
50.859,85.87
