1.8479,20.276
0,38.23
1.5228,56.124
4.2678,74.111
8.9136,91.322
16.76,107.47
29.786,119.06
45.694,125.99
62.822,128
80.548,125.33
96.872,118.08
110.57,106.45
119.97,90.642
124.19,72.741
126.39,54.352
128,35.827
127.88,17.411
6.8461,13.192
14.176,4.8028
24.798,1.8621
35.835,2.6216
46.686,4.5416
74.583,2.1874
85.688,1.0054
96.827,7.1054e-15
107.59,2.7594
116.64,9.3673
63.255,17.159
63.018,28.5
62.674,39.736
62.3,50.885
48.605,65.393
55.36,66.764
62.15,67.242
69.481,66.656
76.308,64.141
20.493,24.404
29.303,17.71
40.258,18.695
48.183,26.505
38.744,27.216
29.366,27.309
75.853,27.076
83.581,18.967
94.637,17.826
103.74,24.026
94.885,27.542
85.317,27.432
36.585,83.514
44.962,80.226
53.519,77.35
62.287,77.592
71.669,77.517
80.562,80.961
89.811,82.536
80.39,86.874
72.125,93.619
62.197,95.464
52.695,94.373
44.673,88.876
43.049,85.002
49.491,84.864
62.237,85.038
76.064,84.015
82.947,83.999
75.979,84.184
62.326,85.128
49.409,84.956
