0.53764,24.56
0,42.462
0.99105,60.31
4.1896,77.852
6.7121,95.635
14.663,111.42
28.036,122.59
44.909,126.03
62.044,128
80.282,127.33
98.072,124.22
112.52,113.29
120.79,96.975
124.65,78.625
127.53,60.24
128,41.654
123.83,23.635
13.965,8.1969
20.938,3.4453
29.119,1.8886
37.527,1.5426
45.777,2.4749
77.147,1.7565
85.078,-1.4211e-14
93.077,0.013258
101.15,0.84821
108.73,3.3716
61.587,12.382
62.7,24.487
63.646,36.457
64.502,48.501
52.254,65.996
58.948,67.524
65.655,68.335
71.4,67.799
76.786,65.749
22.749,28.197
30.439,22.046
39.98,20.693
48.347,25.497
39.85,26.912
31.281,28.163
78.73,25.724
86.355,20.826
95.308,20.983
102.85,25.953
94.887,27.324
86.771,26.124
40.395,87.633
48.768,83.347
56.919,78.768
66.004,78.747
74.753,80.267
82.294,85.363
89.675,90.453
82.098,94.098
73.812,95.573
65.497,95.417
56.645,94.52
48.16,91.897
46.883,85.081
53.071,85.623
65.674,86.23
77.853,87.518
83.842,88.181
77.777,87.602
65.668,86.291
52.873,85.793
