1.4211e-14,18.536
1.6261,36.873
5.2703,54.654
9.4823,72.528
14.965,89.875
23.315,105.87
36.178,118.26
52.038,125.66
69.306,128
85.727,124.2
100.03,114.61
112.22,102.21
120.3,86.823
124.09,69.508
125.78,51.834
127.81,34.253
128,16.623
12.444,14.136
19.05,4.3304
30.253,0.93999
41.998,1.484
53.244,4.6775
85.732,6.81
95.704,1.7621
106.43,0
116.93,3.1514
121.75,12.85
69.879,18.373
69.826,31.276
69.849,44.09
69.938,56.827
57.019,69.526
63.295,71.35
69.691,71.618
76.193,70.919
82.356,69.061
26.703,24.853
35.464,18.34
46.276,18.597
53.717,26.429
44.646,27.572
35.512,27.214
84,26.609
90.759,18.438
101.13,18.091
109.43,24.61
101.27,27.516
92.575,27.358
46.825,88.098
54.123,83.552
62.328,81.488
70.717,81.821
78.571,81.135
86.093,83.812
93.488,86.755
87.268,93.761
79.396,98.518
70.482,99.999
61.281,99.092
53.064,95.015
52.787,89.063
58.748,88.992
70.51,90.207
82.047,88.706
87.769,88.759
81.951,88.836
70.436,90.174
58.574,89.109
