0.3987,39.417
0,54.707
0.036427,70.145
1.9384,85.269
9.4698,98.756
21.563,109.03
34.897,118.25
49.304,125.71
65.367,128
82.129,125.93
96.769,117.95
109.46,107.32
121.01,95.725
126.45,80.863
127.81,65.293
128,49.495
126.98,33.813
7.0809,10.886
15.866,4.7173
26.551,2.5485
37.589,2.2188
48.519,3.6332
74.311,2.827
86.964,0.70877
99.583,7.1054e-15
112.03,2.5013
121.1,10.347
63.172,19.431
63.116,31.197
63.061,42.827
63.067,54.43
47.697,65.397
55.399,64.852
63.072,64.844
71.364,64.916
79.601,65.53
20.179,29.347
28.932,24.659
39.166,25.203
48.419,29.096
38.821,30.26
29.309,31.746
79.394,29.473
88.099,24.217
98.366,22.926
107.19,27.459
98.292,30.291
88.821,29.594
35.772,83.946
43.357,79.501
51.719,76.956
60.372,77.985
71.728,76.576
82.78,79.889
92.167,86.003
83.371,92.016
72.521,93.715
61.619,93.585
51.868,93.411
42.811,90.13
42.147,83.951
48.516,83.697
60.977,84.105
76.85,83.327
84.482,83.285
76.585,83.504
60.958,84.305
48.288,83.996
