2.1316e-14,22.556
1.0218,40.803
3.8193,58.86
8.9329,76.081
15.862,92.518
23.672,108.59
35.507,120.89
50.577,126.95
66.681,128
81.69,125.66
95.514,118.89
106.99,108
115.84,94.189
121.52,78.52
124.88,62.025
126.83,45.096
128,28.21
18.025,5.1485
25.05,0.69028
33.147,0
41.131,1.9738
48.599,5.4053
76.542,6.274
84.572,2.2084
93.278,0.7257
101.99,2.1232
109.17,7.6047
62.38,17.255
62.27,30.475
62.039,43.649
61.959,56.762
50.27,64.116
56.498,65.272
62.67,65.905
68.905,65.255
75.027,64.12
26.804,24.291
33.449,21.219
40.611,22.008
46.315,26.76
39.596,26.934
32.932,27.046
78.5,26.821
84.843,22.074
92.338,21.122
99.37,24.257
92.847,27.336
85.627,27.026
45.076,84.495
51.148,79.887
57.886,77.038
65.078,76.535
73.103,76.303
80.963,77.686
88.606,80.353
80.607,81.917
73.212,85.923
65.387,88.289
58.488,87.884
51.7,86.562
50.064,82.149
55.038,82.055
65.075,81.338
76.807,79.614
82.708,79.78
76.704,79.85
65.071,81.578
54.988,82.324
