0.45121,22.459
0,41.294
1.9466,59.859
4.7251,78.534
10.062,96.213
21.119,110.12
34.398,121.49
49.945,127.78
66.407,128
82.961,124.89
98.73,119.17
111.68,107.62
120.32,91.55
125.44,73.86
127.82,55.13
128,36.443
125.98,17.871
10.71,13.374
19.078,5.6375
30.039,4.2986
41.079,4.3715
51.931,6.092
73.965,3.3923
83.743,0.45114
93.851,7.1054e-15
103.89,1.0773
112.95,5.7435
62.457,15.58
62.256,27.866
62.297,40.178
61.399,52.327
47.59,69.982
54.244,70.14
60.801,70.198
68.955,69.44
76.915,67.93
21.281,28.008
29.869,23.726
39.063,23.201
46.194,29.503
37.687,31.216
29.192,31.419
78.61,27.458
85.74,20.769
94.982,20.029
103.57,24.137
95.625,27.792
87.089,28.269
37.937,87.726
43.316,83.568
49.124,80.245
55.475,80.086
64.675,79.416
73.339,82.944
81.731,87.371
74.135,92.937
65.227,95.055
56.144,95.594
49.464,94.784
43.203,92.262
42.481,87.436
47.023,87.084
55.939,87.664
68.843,86.896
75.263,86.588
68.67,86.992
55.675,87.833
46.797,87.303
